Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
8/22/2002	1421	21421			5							0.00					
6/2/2003	1421	21421			6							0.00					
7/10/2003	1421	21421			6		23					0.00					
7/13/1931	1422	0			1	15	6					0.00					
8/8/2002	1422	21422		Food	1							0.00					
11/7/2002	1422	21422			1		13					0.00					
1/2/2003	1422	21422			1		9					0.00					
2/6/2003	1422	21422			1		5					0.00					
3/6/2003	1422	21422		"food, clothes"	1		8					0.00					
4/10/2003	1422	21422		food; clothes	1		6					0.00					
6/23/2003	1422	21422		food	1							0.00					
7/1/2003	1422	21422			1		6					0.00					
7/31/2003	1422	21422			1		6					0.00					
9/4/2003	1422	21422			3							0.00					
12/30/2003	1422	21422					14					0.00					
6/29/2004	1422	21422					6					0.00					
1/20/2005	1422	21422					9					0.00					
2/22/2005	1422	21422					6					0.00					
3/22/2005	1422	21422					7					0.00					
6/28/2005	1422	21422					2					0.00					
7/28/2005	1422	21422					4					0.00					
9/1/2005	1422	21422					7					0.00					
9/29/2005	1422	21422					6					0.00					
11/3/2005	1422	21422					12					0.00					
12/1/2005	1422	21422				0	10					0.00					
1/10/2006	1422	21422				0	7					0.00					
3/2/2006	1422	21422				0	12					0.00					
4/4/2006	1422	21422				0	8					0.00					
5/2/2006	1422	21422				0	4					0.00					
6/1/2006	1422	21422				0	9					0.00					
7/6/2006	1422	21422				0	5					0.00					
8/1/2006	1422	21422				0	4					0.00					
9/5/2006	1422	21422				0	6					0.00					
10/5/2006	1422	21422				0	7					0.00					
11/2/2006	1422	21422				0	12					0.00					
12/5/2006	1422	21422				0	14					0.00					
1/2/2007	1422	21422				0	8					0.00					
2/6/2007	1422	21422				0	5					0.00					
3/1/2007	1422	21422				0	12					0.00					
4/3/2007	1422	0				0	13					0.00					
5/1/2007	1422	0				0	4					0.00					
6/5/2007	1422	0				0	5			1		0.00					
7/3/2007	1422	0				0	8					0.00					
8/2/2007	1422	0				0	13					0.00	"Bus Fare to Naples, Fl"	Mt. Sylvan UMC			
9/4/2007	1422	0				0	8					0.00					
10/2/2007	1422	0				0	15					0.00					
11/1/2007	1422	0				0	7					0.00					
12/4/2007	1422	0				0	6					0.00					
1/3/2008	1422	0				0	8					0.00					
4/1/2008	1422	0				0	7					0.00					
5/6/2008	1422	0				0	9					0.00					
6/3/2008	1422	0				0	9					0.00					
7/1/2008	1422	0				0	4					0.00					
9/4/2008	1422	0				0	9			1		0.00					
10/1/2008	1422	0				0	10			1		0.00					
11/4/2008	1422	0				0	10					0.00					
7/28/2010	1422	0			1	15	12					0.00					
9/9/2010	1422	0			1	15	8					0.00					
10/5/2010	1422	0			1	15	10					0.00					
11/8/2010	1422	0			1	15	10					0.00					
12/6/2010	1422	0			1	15	10					0.00					
1/10/2011	1422	0				0	13					0.00					
2/2/2011	1422	0			1	15	10					0.00					
3/1/2011	1422	0			1	15	8					0.00					
4/12/2011	1422	0			1	15	10					0.00					
5/11/2011	1422	0			1	15	7					0.00					
8/1/2011	1422	0			1	15	9					0.00					
9/1/2011	1422	0			1	15	9					0.00					
11/21/2011	1422	0			1	15	10					0.00					
12/19/2011	1422	0			1	15	10					0.00					
1/24/2012	1422	0			1	15	10					0.00					
3/1/2012	1422	0			1	15	10					0.00					
4/2/2012	1422	0			1	15	10					0.00					
5/2/2012	1422	0			1	15	10					0.00					
6/5/2012	1422	0			1	15	0					0.00					
7/10/2012	1422	0			1	15	9					0.00					
9/5/2012	1422	0			1	15	8					0.00					
10/8/2012	1422	0			1	15	9					0.00					
11/7/2012	1422	0			1	15	7					0.00					
12/17/2012	1422	0			1	15	7					0.00					
2/6/2013	1422	0			1	15	10					0.00					
3/4/2013	1422	0			1	15	10					0.00					
4/9/2013	1422	0			1	15	6					0.00					
5/28/2013	1422	0			1	15	10					0.00					
6/27/2013	1422	0			1	15	6					0.00					
9/9/2013	1422	0			1	15	8					0.00					
10/10/2013	1422	0			1	15	7					0.00					
11/11/2013	1422	0			1	15	8					0.00					
12/19/2013	1422	0			1	15	4					0.00					
1/20/2014	1422	0			1	15	8					0.00					
8/8/2002	1423	21423		"clothing, hygiene"			11			1		0.00					
8/20/2002	1424	21424					7					0.00					
8/6/2002	1425	21425		Bus Fare								66.00					
8/26/2002	1427	21427			2							0.00					
8/26/2002	1428	21428			1							0.00					
8/29/2002	1428	21428			1							0.00					
9/26/2002	1428	21428			1		5					0.00					
6/20/2005	1428	21428			1							0.00					
8/26/2002	1429	21429			1							0.00					
8/26/2002	1430	21430			1							0.00					
8/22/2002	1431	21431			1							0.00					
1/13/2003	1431	21431			1							0.00					
3/17/2003	1431	21431			1							0.00					
5/19/2003	1431	21431			1					1		0.00					
7/17/2003	1431	21431			1		0					0.00					
1/22/2004	1431	21431										0.00					
8/2/2006	1431	21431				0	2					0.00					
8/17/2006	1431	21431				0				1		0.00					
11/9/2006	1431	21431				0				1		0.00					
8/14/2001	1432	21432		Hygiene Kit	2												
8/13/2002	1434	21434		Clothing			3					0.00					
10/15/2002	1434	21434		clothing and food	1		8					0.00					
5/8/2014	1434	0			1	15	3					0.00					
8/12/2002	1435	21435		Food	1							0.00					
8/15/2002	1436	21436		Food	1							0.00					
8/22/2002	1437	21437					1					0.00	Apartment security deposit	Good Neighbor Fund			
3/14/2002	1438	21438		"Clothes, pants"	1												
7/31/2002	1438	21438					10					0.00					
8/14/2002	1438	21438		Clothing			6					0.00					
8/5/2002	1439	21439		Food	1												
8/26/2002	1440	21440			1							0.00					
11/12/2002	1440	21440			1		5					0.00					
12/17/2002	1440	21440			1							0.00					
1/27/2003	1440	21440			1							0.00					
2/25/2003	1440	21440			1		1					0.00					
3/27/2003	1440	21440		food			2					0.00					
5/22/2003	1440	21440			2		6					0.00					
8/8/2002	1441	21441		Food	4							0.00					
8/21/2002	1442	21442					5			1		0.00					
8/27/2002	1443	21443			1		5					0.00					
8/1/2017	1443	0				0	5					0.00					
8/17/2017	1443	0				0	6					0.00					
8/31/2017	1443	0				0	4					0.00					
9/13/2017	1443	0				0	6					0.00					
8/13/2002	1444	21444		Food	5							0.00					
2/16/2005	1444	21444					4					0.00					
3/16/2005	1444	21444					8					0.00					
4/16/2007	1444	21444				0	6					0.00					
12/9/2009	1444	0				0	5					0.00					
10/17/2017	1444	0			1	18	2					0.00					
8/8/2002	1445	21445		"Clothing, food"	5		5					0.00					
8/19/2002	1446	21446		food	1							0.00					
12/2/2002	1446	21446			1							0.00					
4/17/2003	1446	21446			1		0					0.00					
8/26/2002	1447	21447			1							0.00					
8/26/2002	1448	21448			1							0.00					
7/8/2003	1448	21448			1		6					0.00					
9/16/2003	1448	21448					23					0.00					
10/8/2003	1448	21448					11					0.00					
12/31/2003	1448	21448					11					0.00					
8/28/2002	1449	21449					9					0.00					
8/28/2002	1450	21450					2					0.00					
9/11/2002	1450	21450					4					0.00					
9/18/2002	1450	21450					2					0.00					
8/28/2002	1451	21451					1					0.00					
9/11/2002	1451	21451					10			1		0.00					
12/16/2002	1451	21451		Financial assistance								135.00					
8/28/2002	1453	21453					15					0.00					
9/17/2002	1453	21453			2							0.00					
8/25/2005	1453	21453					18					0.00					
8/29/2002	1454	21454			1		4					0.00					
8/29/2002	1455	21455			1		11					0.00					
8/29/2002	1456	21456			1		3					0.00					
10/16/2002	1456	21456		clothes			2					0.00					
11/15/2002	1456	21456					1					0.00					
8/29/2002	1459	21459			1		2					0.00					
9/16/2002	1459	21459			1							0.00					
2/26/1999	1460	21460		clothing	1												
5/6/1999	1460	21460		clothes	0												
9/9/1999	1460	21460		clothes	0												
9/23/1999	1460	21460		clothes	1												
3/30/2000	1460	21460		clothes	1												
3/29/2001	1460	21460			1												
6/20/2002	1460	21460		clothes	1												
8/29/2002	1460	21460			1							0.00					
10/10/2002	1460	21460		Clothes			4					0.00					
12/12/2002	1460	21460			1							0.00					
4/29/2004	1460	21460			1							0.00					
5/13/2004	1460	21460					6					0.00					
9/23/2004	1460	21460			1		6					0.00					
12/30/2004	1460	21460			1		4					0.00	Duke Power	Trinity UMC			
3/31/2005	1460	21460			1		3					0.00					
6/9/2005	1460	21460			1		5					0.00					
7/28/2005	1460	21460			1		4					0.00					
9/15/2005	1460	21460			1		6					0.00					
11/10/2005	1460	21460			1	10	3					0.00					
1/26/2006	1460	21460			1	10	4					0.00					
4/20/2006	1460	21460			1	10	5					0.00					
7/13/2006	1460	21460			1	10	6					0.00	Duke Power	McMannen UMC			
11/30/2006	1460	21460				0	3					0.00					
2/20/2007	1460	21460			1	10	4					0.00					
6/21/2007	1460	0			1	10	0					0.00					
11/15/2007	1460	0			1	10	3					0.00					
3/27/2008	1460	0			2	15	5					0.00					
5/22/2008	1460				2	15	6					0.00					
6/26/2008	1460	0			2	15	5					0.00					
7/31/2008	1460	0			2	15	3					0.00					
8/28/2008	1460	0			2	15	4					0.00					
10/23/2008	1460	0			1	10	3					0.00					
12/10/2008	1460	0			1	10	6					0.00					
1/15/2009	1460	0			1	10	13					0.00					
3/25/2009	1460	0			1	10						0.00					
3/26/2009	1460	0			1	10	4					0.00					
5/28/2009	1460	0			1	10	10					0.00					
6/25/2009	1460	0			1	10	5					0.00					
7/30/2009	1460	0			1	10	1					0.00					
8/27/2009	1460	0			1	10	8					0.00					
10/15/2009	1460	0			2	15	15					0.00					
12/17/2009	1460	0			1	10	7					0.00					
1/28/2010	1460	0			1	10	10					0.00	One way bus fare home	St. Philip's Episcopal			
3/18/2010	1460	0			1	10	13					0.00					
6/10/2010	1460	0			1	10	13					0.00					
7/22/2010	1460	0			1	15	6					0.00					
8/30/2010	1460	0				0	11					0.00					
9/27/2010	1460	0			1	15	5					0.00					
11/30/2010	1460	0			1	15	6					0.00					
1/5/2011	1460	0			1	15	9					0.00					
5/26/2011	1460	0			1	15	9					0.00					
9/20/2011	1460	0			1	15	3					0.00					
11/29/2011	1460	0			1	15	7					0.00					
11/15/2002	1463	21463		Financial Assistance								50.00					
8/29/2002	1465	21465			4							0.00					
6/23/2003	1465	21465		food	4							0.00					
9/3/2002	1466	21466			3							0.00					
12/23/2003	1466	21466			4		16					0.00					
1/7/2004	1466	21466		"food,clothing"	4		44			1		0.00					
3/17/2004	1466	21466			1		24					0.00					
4/7/2004	1466	21466					34					0.00					
6/16/2005	1466	21466		Financial assistance								151.00					
10/17/2005	1466	21466			2							0.00					
8/21/2006	1466	21466			2	15						0.00					
8/29/2002	1467	21467			1		2					0.00					
8/29/2002	1468	21468			1		3					0.00	Water	"Duke Memorial-$40, Epworth UMC-$75, St. Philip's-$30, Mt. Sylvan-$100"			
11/25/2003	1468	21468					7					0.00					
3/9/2004	1468	21468					0					0.00					
8/29/2002	1469	21469			1							0.00					
9/3/2002	1471	21471			1							0.00	"One way return bus ticket to South Bend, IN"	St. Philip's Episcopal			
8/29/2002	1474	21474			1							0.00					
9/16/2002	1474	21474			1							0.00					
5/22/2003	1474	21474			1							0.00	Rent	Epworth UMC			
5/23/2002	1475	21475		snacks	2												
8/28/2002	1475	21475					10					0.00					
5/14/2003	1475	21475					14					0.00					
5/20/2003	1475	21475			1							0.00					
12/18/2003	1475	21475			2		9					0.00					
8/13/2002	1476	21476		clothing			3					0.00					
8/28/2002	1476	21476					1					0.00					
8/1/2002	1479	21479		Bus Fare								15.75					
8/20/2002	1480	21480					36					0.00					
11/7/2002	1480	21480					27					0.00					
4/20/2004	1480	21480			6		7					0.00					
6/29/2006	1480	21480			6	40	32					0.00					
9/26/2006	1480	21480			6	40						0.00					
11/28/2006	1480	21480			6	40	24					0.00					
5/29/2007	1480	0			6	40	35					0.00					
7/26/2007	1480	0			6	40	48					0.00					
8/30/2007	1480	0			6	40						0.00					
10/30/2007	1480	0			7	50	40					0.00					
3/27/2008	1480	0			7	50	18					0.00					
5/27/2008	1480	0			6	40	26					0.00					
7/24/2008	1480	0			6	40	58					0.00					
12/30/2008	1480	0			6	40	25			1		0.00					
7/29/2009	1480	0			6	40	45					0.00					
8/27/2009	1480	0			6	40	35					0.00					
9/29/2009	1480	0			6	40	40					0.00	Rent	Good Neighbor Fund			
12/23/2009	1480	0			6	40	16					0.00					
3/24/2010	1480	0			6	40	75					0.00					
9/30/2010	1480	0			6	50	27					0.00					
4/7/2011	1480	0				0	25					0.00					
8/11/2011	1480	0			6	50	18					0.00					
8/20/2002	1481	21481			3							245.00					
8/26/2002	1482	21482			1							0.00					
8/27/2002	1483	21483			1		4					0.00					
5/25/2006	1483	21483			1	10	7					0.00					
8/27/2002	1484	21484			1		4					116.00					
9/10/2002	1486	21486			1							0.00					
7/13/2006	1486	21486			2	15						0.00					
9/6/2002	1487	21487										50.00					
9/10/2002	1488	21488			3			12				0.00					
9/17/2002	1488	21488					16					0.00					
9/10/2002	1489	21489			2		8	12				0.00					
12/20/2004	1489	21489			2							0.00					
1/20/2005	1489	21489			3		12					0.00					
4/21/2005	1489	21489			3		16					0.00					
5/25/2010	1489	0			3	20						0.00					
8/12/2010	1489	0			3	25	10					0.00					
2/14/2012	1489	0			3	25	15					0.00					
4/23/2012	1489	0			3	25	20					0.00					
9/9/2002	1490	21490			1							0.00					
10/30/2002	1490	21490					7					0.00					
11/7/2002	1490	21490					1					0.00					
1/12/2004	1490	21490		foodl hygiene kit	1					1		0.00					
9/10/2002	1491	21491					4					0.00					
9/10/2002	1492	21492			1							0.00					
9/10/2002	1493	21493			2							0.00					
2/24/2010	1494	0				0	1					0.00					
9/10/2002	1495	21495			1							0.00					
3/11/2004	1495	21495					4					0.00					
9/10/2002	1496	21496					11			1		0.00					
10/14/2002	1496	21496			6		3					0.00					
10/15/2002	1496	21496		clothes			13					0.00					
10/24/2002	1496	21496					3					0.00					
11/19/2002	1496	21496		Financial Assistance								150.00					
10/14/2002	1497	21497			1							0.00					
10/29/2002	1497	21497					5					0.00					
3/6/2003	1497	21497		"food, clothes"	1		8					0.00					
4/8/2003	1497	21497			1		9					0.00					
5/13/2003	1497	21497			2		6					0.00					
6/10/2003	1497	21497			3		9					0.00					
10/15/2003	1497	21497										0.00					
9/7/2004	1497	21497					12					0.00					
10/14/2004	1497	21497					7					0.00					
12/21/2004	1497	21497					6					0.00					
3/22/2005	1497	21497					8					0.00					
9/19/2005	1497	21497					7			1		0.00					
9/28/2005	1497	21497					1					0.00					
11/29/2005	1497	21497					8					0.00	TTA ticket to Chapel Hill	Spencer Bradford			
12/21/2005	1497	21497				0	4					0.00					
12/29/2005	1497	21497				0	2					0.00					
1/3/2006	1497	21497				0	2					0.00					
1/24/2006	1497	21497				0	8					0.00					
2/7/2006	1497	21497				0	8					0.00					
2/16/2006	1497	21497				0	11					0.00					
2/23/2006	1497	21497				0	5					0.00					
7/12/2002	1498	21498					3	4		1		0.00					
2/3/2004	1498	21498		clothes			7					0.00					
9/28/2004	1498	21498					10					0.00					
1/18/2005	1498	21498					4					0.00					
2/22/2005	1498	21498					6			1		0.00					
7/18/2002	1499	21499			1							0.00					
7/30/2002	1500	21500					6			1		0.00					
7/30/2002	1501	21501			5		35					0.00					
2/24/2003	1501	21501			3							0.00					
4/21/2003	1501	21501			3							0.00					
7/1/2003	1501	21501			3		10					0.00					
8/4/2003	1501	21501			3							0.00					
1/20/2004	1501	21501		clothing			8					0.00					
9/20/2005	1501	21501			2		8					0.00					
11/8/2005	1501	21501			2		4					0.00					
3/2/2006	1501	21501			2	15	13					0.00					
4/13/2006	1501	21501			2	15	6					0.00					
5/23/2006	1501	21501			2	15	8					0.00					
3/22/2007	1501	21501			3	20	13					0.00					
2/21/2008	1501	0			3	20	20					0.00					
4/10/2008	1501	0			3	20	16					0.00					
9/11/2002	1502	21502								1		0.00					
9/11/2002	1503	21503					10			1		0.00					
11/6/2002	1503	21503					6					0.00					
5/28/2003	1503	21503					3					0.00					
6/4/2003	1503	21503					1					0.00					
9/11/2002	1504	21504								1		0.00					
10/24/2002	1504	21504			1		5					0.00					
12/2/2002	1504	21504			1							0.00					
12/4/2002	1504	21504		Financial Assistance								1.50					
12/30/2002	1504	21504			1							0.00					
9/11/2002	1505	21505					3					0.00					
5/20/2003	1505	21505			1		8					0.00					
12/18/2003	1505	21505					2					0.00					
9/12/2002	1506	21506			1		5					0.00					
2/20/2003	1506	21506					2					0.00					
3/29/2005	1506	21506					11					0.00					
7/21/2005	1506	21506					3					0.00					
12/20/2005	1506	21506				0	8					0.00					
9/12/2002	1507	21507			4		6					0.00					
9/30/2003	1507	21507					30					0.00					
9/12/2002	1508	21508			4		31			1		0.00					
9/12/2002	1509	21509			1		6			1		0.00					
12/19/2002	1509	21509			1					1		0.00					
1/23/2003	1509	21509		"food, clothes"	1		11					0.00					
11/22/2006	1509	21509				0	0					0.00					
3/13/2008	1509	0				0	11					0.00					
10/14/2008	1509	0			1	10	7			1		0.00					
11/18/2008	1509	0			1	10	16			1		0.00					
1/8/2009	1509	0			1	10	7					0.00					
3/26/2009	1509	0			1	10	43					0.00					
2/27/2012	1509	0			1	15	6					0.00					
3/22/2012	1509	0			2	20	7					0.00					
6/25/2012	1509	0			2	20						0.00					
9/12/2002	1511	21511			3							0.00					
9/12/2002	1512	21512			3		7					0.00					
10/8/2001	1513	21513			1												
3/26/2002	1513	21513		"diapers, hygiene"	3												
9/12/2002	1513	21513			1		5					0.00					
12/19/2002	1513	21513			1							0.00					
1/7/2003	1513	21513					5					0.00					
1/23/2003	1513	21513		food	1							0.00					
4/21/2003	1513	21513			1							0.00					
5/20/2003	1513	21513			1		7					0.00					
10/23/2003	1513	21513					5					0.00					
10/28/2003	1513	21513					4					0.00					
12/30/2003	1513	21513					7					0.00					
3/22/2004	1513	21513					7					0.00					
4/8/2004	1513	21513					1			1		0.00					
6/29/2004	1513	21513					4			1		0.00					
10/12/2004	1513	21513					6			1		0.00					
3/29/2005	1513	21513					4					0.00					
12/14/2006	1513	21513				0	9					0.00					
1/25/2007	1513	21513				0	7					0.00					
10/4/2007	1513	0				0	2					0.00					
10/17/2007	1513	0				0	5					0.00					
10/24/2007	1513	0				0	2			1		0.00					
1/17/2008	1513	0			1	10	8					0.00					
2/21/2008	1513	0			1	10	6					0.00					
3/17/2008	1513	0			1	10						0.00					
4/22/2008	1513	0			1	10	6					0.00					
5/19/2008	1513	0			1	10	11					0.00					
5/27/2008	1513	0				0	2					0.00					
7/7/2008	1513	0			1	10	9					0.00					
10/20/2008	1513	0			1	10	6					0.00					
11/20/2008	1513	0			1	10	9			1		0.00					
12/10/2008	1513	0			1	10	9					0.00					
1/8/2009	1513	0			1	10	10					0.00					
1/27/2009	1513	0			1	10	9			1		0.00					
3/9/2009	1513	0				0	10					0.00					
5/12/2009	1513	0			1	10	5					0.00					
5/18/2009	1513	0				0	16					0.00					
6/1/2009	1513	0			1	10	8					0.00					
6/29/2009	1513	0			1	10	8					0.00					
7/7/2009	1513	0				0	6					0.00					
7/13/2009	1513	0			6	40	4					0.00					
7/28/2009	1513	0				0	0					0.00					
7/30/2009	1513	0				0	2					0.00					
8/6/2009	1513	0			1	10	0					0.00					
8/13/2009	1513	0			1	10	2					0.00					
12/21/2009	1513	0			1	10	3					0.00					
4/6/2011	1513	0			1	15	4					0.00					
6/20/2011	1513	0			1	15	8					0.00					
7/25/2011	1513	0			2	20	6					0.00					
10/10/2011	1513	0			2	20	4					0.00					
11/14/2011	1513	0			3	25	15					0.00					
12/27/2011	1513	0			2	20	10					0.00					
